44100	Beginner	AKB48
44100	RIVER	AKB48
44100	スカート、ひらり	AKB48
44100	会いたかった	AKB48
44100	制服が邪魔をする	AKB48
48000	愛くださいませ	Micah Blue
96000	初恋	aiko
96000	熱	aiko
